image_path,score
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000729.png,0.2493896484375
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000744.png,0.264892578125
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000751.png,0.2479248046875
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000787.png,0.261474609375
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000796.png,0.283447265625
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000818.png,0.234619140625
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000820.png,0.23828125
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000828.png,0.2314453125
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000844.png,0.237548828125
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000862.png,0.2421875
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000866.png,0.2393798828125
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000873.png,0.2305908203125
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000877.png,0.2325439453125
/scratch/hl106/zx_workspace/cto/VcEdit/gs_data/AAAFinal_results/Zhixuan_new_buzz cut_registered/images/000891.png,0.24169921875
